wiki/people/priya-raman.md	Priya Raman	people	person		Priya,Priya Raman,Raman,my co-author,who wrote the paper with me,who gave the meetup talk,co author,coauthor,information retrieval,informationretrieval	rel/co-author,field/information-retrieval	Mira's co-author on the sparse-and-hybrid retrieval paper, who owns the dataset description and gave the Leeds Data Meetup talk on it.
wiki/people/sam-achebe.md	Sam Achebe	people	person		Sam Achebe,Achebe,the analyst on Tidewater,the Tidewater analyst,Sam the analyst,who defined the KPIs,harbour,harbor analytics,harboranalytics	rel/colleague,org/harbor-analytics	The analyst on Tidewater who defined its KPIs with the ops team and checked every number against the old spreadsheet.
wiki/people/sam-whitlock.md	Sam Whitlock	people	person		Sam Whitlock,Whitlock,my allotment neighbour,the plot next to mine,the knuckle test,who lent me his fork,neighbor	rel/neighbour,subject/allotment	The neighbour on the next allotment plot, thirty years there, whose knuckle test is the reference the soil-sensor idea calibrates against.
wiki/people/tomas-lind.md	Tomas Lind	people	person		Tomas,Tomas Lind,Lind,my manager,my boss,who is my manager,who do I report to,harbour,co author,coauthor,harbor analytics,harboranalytics	rel/manager,rel/co-author,org/harbor-analytics	Mira's manager at Harbor Analytics and third author on the retrieval paper; the person who asked for the Postgres case in writing.
wiki/profile/mira-identity.md	Mira Okafor — Identity	profile	hub		who am I,about me,my identity,my profile,my name,where do I live,what do I do,how should you answer me,my preferences		Who owns this vault — name, work, place and how answers should read — written at setup from what the owner said, never guessed.
wiki/profile/now.md	Now	profile	hub		now,Now page,Now note,current status,my status,status update,what am I doing now,what am I working on,what's going on,what is going on,what's happening,what is happening now,right now,in progress,what's pending,what is pending,what am I waiting on,current focus,where things stand,open items	subject/status	What is in flight right now — one line per open item, generated from the Status Log of the node that owns it.
wiki/projects/decisions/driftwood-reads-tidewater-read-only.md	Driftwood Reads Tidewater Through a Read-Only Role	projects	decision	active	the read-only role,read only role,why not copy the tables,one copy of the truth,who can read Tidewater,how does Driftwood get the data,second ingestion,harbour,data engineering,dataengineering,harbor analytics,harboranalytics,readonly	org/harbor-analytics,tech/postgres,field/data-engineering	Driftwood queries Tidewater's Postgres through a read-only role instead of copying the tables, so there is one copy of the truth and no second ingestion.
wiki/projects/decisions/tidewater-deadline-moved-to-15-may.md	Tidewater's Deadline Moved From 30 April to 15 May	projects	decision	active	the deadline,when is Tidewater due,why did the deadline move,15 May deadline,30 April deadline,the deadline slipped,how many KPIs,harbour,harbor analytics,harboranalytics	org/harbor-analytics,domain/logistics	The first-version deadline slipped a fortnight to pay for the KPI list growing from twelve to seventeen after the ops review.
wiki/projects/decisions/tidewater-fifteen-minute-refresh.md	Tidewater Refreshes Every 15 Minutes, Not in Real Time	projects	decision	active	why not real time,the refresh schedule,15 minute refresh,the 15 minute refresh,fifteen minute refresh,why no streaming,the streaming prototype,live numbers,how often does the dashboard refresh,harbour,data engineering,dataengineering,harbor analytics,harboranalytics	org/harbor-analytics,tech/postgres,tech/airflow,field/data-engineering	Real-time refresh was dropped after the ops lead could name nothing she would do differently with live numbers; a streaming prototype was built first, then parked.
wiki/projects/decisions/tidewater-late-definition.md	\"Late\" Means Delivered After promised_at	projects	decision	active	what late means,the late definition,definition of late,delivered after promised,slow invoicing,which date is late measured against,how is late calculated,harbour,modeling,data modelling,datamodelling,harbor analytics,harboranalytics,delivered_at,dispatched_at	org/harbor-analytics,domain/logistics,field/data-modelling	Tidewater measures lateness against the date promised to the customer, and finance's invoiced-after-delivery meaning became a separate KPI instead.
wiki/projects/decisions/tidewater-postgres-over-dynamodb.md	Tidewater Runs on Postgres, Not DynamoDB	projects	decision	active	why Postgres,why not DynamoDB,Postgres over DynamoDB,the storage choice,why did we pick Postgres,the platform default,DynamoDB default,harbour,data engineering,dataengineering,harbor analytics,harboranalytics,invoice_date	org/harbor-analytics,tech/postgres,tech/dynamodb,field/data-engineering	Why Tidewater went relational against the platform team's default — the dashboard joins three tables and its filters change weekly.
wiki/projects/driftwood-capacity-forecast.md	Driftwood	projects	hub	pending	Driftwood,the capacity forecast,warehouse capacity forecast,the warehouse forecast,overflow space,driftwood_forecast_weekly,the forecast that reads my tables,three warehouses,harbour,data engineering,dataengineering,harbor analytics,harboranalytics,warehouse_id,dispatched_at,carrier_id	org/harbor-analytics,tech/postgres,tech/airflow,field/data-engineering,domain/logistics	Ines Duarte's six-week warehouse capacity forecast, reading Tidewater's Postgres through a read-only role; Mira reviews its SQL and owns the role.
wiki/projects/sparse-hybrid-retrieval-paper-full-text.md	Sparse and Hybrid Retrieval for Personal Field Notes — Full Text	projects	detail		the paper in full,the paper full text,paper appendix,example queries,error analysis,12400 notes,12040 notes,the note count,reproducing the results,synthetic collection,fulltext,hybridretrieval,information retrieval,informationretrieval,personal knowledge management,personalknowledgemanagement,workshop personal knowledge systems,workshoppersonalknowledgesystems	field/information-retrieval,method/bm25,method/hybrid-retrieval,domain/personal-knowledge-management,venue/workshop-personal-knowledge-systems,form/full-text	The full text of Mira's workshop paper as written, every section, table and appendix, with the two disagreeing note counts recorded on both sides.
wiki/projects/sparse-hybrid-retrieval-paper.md	Sparse and Hybrid Retrieval for Personal Field Notes	projects	hub	pending	the retrieval paper,my paper,the workshop paper,sparse and hybrid retrieval,personal field notes,hybrid retrieval,BM25 versus dense,reciprocal rank fusion,Workshop on Personal Knowledge Systems,my publication,what is my paper about,hybridretrieval,information retrieval,informationretrieval,personal knowledge management,personalknowledgemanagement,reciprocalrankfusion,workshop personal knowledge systems,workshoppersonalknowledgesystems	field/information-retrieval,method/bm25,method/hybrid-retrieval,method/reciprocal-rank-fusion,method/ndcg,domain/personal-knowledge-management,venue/workshop-personal-knowledge-systems,activity/publication	Mira's workshop paper with Priya Raman and Tomas Lind comparing BM25, dense and hybrid retrieval on personal notes; the hybrid wins, most clearly on short vague queries.
wiki/projects/tidewater-dashboard.md	Tidewater	projects	hub	in-progress	Tidewater,Tidewater dashboard,the shipments dashboard,the ops dashboard,the invoices dashboard,my main project,the dashboard I lead,shipments and invoices,ops floor dashboard,harbour,data engineering,dataengineering,harbor analytics,harboranalytics,promised_at	org/harbor-analytics,tech/postgres,tech/airflow,tech/sql,field/data-engineering,domain/logistics,subject/migration	Harbor Analytics' internal dashboard joining shipments and invoices for the ops floor, replacing a 23-tab spreadsheet; Mira leads its design and build.
wiki/projects/tidewater-data-model.md	Tidewater Data Model and Pipeline	projects	detail		Tidewater data model,Tidewater tables,Tidewater schema,Tidewater pipeline,schema guide,the schema guide,shipment table,invoice table,order_ref,promised_at,dispatched_at,delivered_at,invoice_date,tidewater_ingest_daily,tidewater_backfill_once,the three date columns,Tidewater KPIs,the 17 KPIs,seventeen KPIs,carrier clock bug,the Tidewater runbook,which date is the date,harbour,modeling,data modelling,datamodelling,harbor analytics,harboranalytics,warehouse_id,carrier_id	org/harbor-analytics,tech/postgres,tech/airflow,tech/sql,field/data-modelling,domain/logistics,form/reference	Tidewater's tables, date columns, Airflow jobs, indexes, KPI list and runbook — the deep reference behind the dashboard hub.
wiki/projects/tidewater-postgres-note-full-text.md	Tidewater: Why Postgres, Not DynamoDB — Full Text	projects	detail		the Postgres note,the one-page note,Postgres versus DynamoDB note,why Postgres not DynamoDB,the note to the platform team,the storage note,harbour,data engineering,dataengineering,fulltext,harbor analytics,harboranalytics,one page,onepage	org/harbor-analytics,tech/postgres,tech/dynamodb,field/data-engineering,form/full-text	The full text of the one-page note Mira sent the platform team after the kickoff, arguing Postgres for Tidewater, as written.
wiki/tooling/excalidraw-drawings.md	Excalidraw Drawings	tooling	hub		Excalidraw,excalidraw drawings,drawings,drawing,my drawings,my excalidraw,draw a diagram,sketch a diagram,diagram in excalidraw,editable drawing,embed a drawing,drawing in a note,.excalidraw.md,Excalidraw folder,vault-excalidraw,excalidraw skill,drawing skill,drawing-hash,drawing hash,stale transcription,live canvas,mcp-excalidraw-server,mcp_excalidraw,excalidraw-diagram-skill,coleam00,yctimlin,share link,excalidraw.com,mermaid to excalidraw,render a drawing,drawinghash,excalidraw diagram skill,excalidrawdiagramskill,mcp excalidraw server,mcpexcalidrawserver,second brain,secondbrain,vault excalidraw,vaultexcalidraw,excalidraw.js,main.js,esm.sh	tech/excalidraw,tech/obsidian,subject/images,subject/second-brain	How the owner's Excalidraw drawings live in the vault — editable files under Excalidraw/, embedded live in notes with a hashed transcription, made and changed with the vault-excalidraw skill.
wiki/tooling/notebooklm-compile-support.md	NotebookLM in the Compile	tooling	hub		NotebookLM,Notebook LM,Gemini Notebook,notebooklm-py,notebooklm CLI,my notebook,can I use NotebookLM,NotebookLM in the vault,NotebookLM workflow,NotebookLM rules,does NotebookLM help,notebook for compiling,grounded citations,second reader,notebooklm py,notebooklmpy,source_id,upload_finalize	tech/notebooklm,subject/verification,form/reference	NotebookLM's two sanctioned places in a compile — batch triage and D38 verification — what it measured against known ground truth, and why it never settles a claim.
wiki/tooling/obsidian-plugins.md	Obsidian Plugins	tooling	hub		plugins,my plugins,obsidian plugins,community plugins,can you use my plugins,which plugins do I need,which plugins can Claude use,required plugin,install excalidraw,install-excalidraw,Excalidraw plugin,Iconize,icon folder,folder icons,icons for folders,Templater,templates,Calendar,daily notes,daily note,obsidian settings,restricted mode,iconise,installexcalidraw,second brain,secondbrain,OBSIDIAN_SETTINGS,templates_folder,ignore_folders_on_creation,install-excalidraw.js,data.json,excalidraw.js,rules.js,app.json,daily-notes.json,community-plugins.json,attachmentFolderPath,newFileLocation,newFileFolderPath,embedUseExcalidrawFolder	tech/obsidian,subject/second-brain,subject/capture	The four community plugins this vault uses — Excalidraw required, Calendar, Iconize and Templater recommended — how each is installed, and the settings the build checks.
wiki/tooling/second-brain-architecture-layout.md	Second Brain Folder Layout	tooling	detail		folder layout,vault folders,folder structure,directory structure,where does that live,where do things live,what is in raw,what is in output,what is in tools,vault paths,top-level folders,what each folder holds,top level,toplevel	subject/operations,form/reference	Every top-level path in the vault and what it holds, and why nesting folders costs nothing at query time since queries grep the index rather than walk directories.
wiki/tooling/second-brain-architecture.md	Second Brain Architecture	tooling	hub		second brain,this vault,knowledge base,obsidian vault,vault design,token efficiency,index layer,cards,how does the vault work,retrieval architecture,folder structure,subfolders,why no subfolders,vault layout,why obsidian,why this architecture,who designed this vault,who built this,context entropy,fragmentation,source independence,raw/_compiled,raw folder,is raw disposable,can I delete raw,what if raw is deleted,architecture drawing,architecture diagram,how the vault works,the whole machine,vault map,claude code,claudecode,secondbrain,tokenefficiency,BASELINE_BYTES,build-index.js,selftest.js,audit.js,rules.js	tech/obsidian,subject/second-brain,tech/claude-code,subject/token-efficiency,subject/retrieval	This Obsidian vault — a five-file index layer over a kind-tiered knowledge graph, built so full detail and 30–50× cheaper retrieval coexist.
wiki/tooling/vault-capture-protocol.md	Vault Capture Protocol	tooling	hub		capture,how to dump,log this,idea dump,daily update,where does this go,capture protocol,add to vault,where do logs go,status change,how do I update a status,where do images go,correction,how do corrections work,fix a wrong fact,verbatim,compile verification,fence,forbidden claims,sic,contradiction in a source,pronouns,how are pronouns recorded,whose pronouns,daily notes,daily note,raw/daily,inbox,notes made in Obsidian,second brain,secondbrain,build_order_history	subject/workflow,subject/capture,subject/second-brain	How the owner dumps things into this vault — work and personal updates, status changes, ideas, decisions, documents and images — and where each kind of input lands.
wiki/tooling/vault-image-rules.md	Vault Image Rules	tooling	hub		image rules,images,figures,diagrams,how are images stored,where are images stored,assets,assets folder,figure transcription,mermaid,screenshots,pasted image,image token cost,architecture diagram,where do pasted images go,attachment folder,obsidian attachments,paste an image,which assets folder,token efficiency,tokenefficiency,app.json,attachmentFolderPath	subject/images,subject/retrieval,subject/token-efficiency,tech/obsidian	How images live in this vault — text is canonical and the image is a view: every figure transcribed by type, stored in its topic's assets/, and never read at query time.
wiki/tooling/vault-operations.md	Vault Operations	tooling	hub		vault operations,query protocol,query ladder,how to query,retrieval protocol,git repo,gitignore,version control,commit,push,obsidian trap,frontmatter trap,audit,lint,how do I audit,working notes,environment,pdftotext,PyMuPDF,pdfplumber,pdfminer,python-pptx,heredoc,tooling quirks,how does retrieval work,defect ledger,defects,defect discipline,probes.json,forbidden claims,fences,how are defects handled,mentions,people timeline,obsidian CLI,python pptx,pythonpptx,audit.js,selftest.js,build-index.js,uXXXX	subject/operations,subject/retrieval,tech/git,subject/audit,subject/workflow	How this vault is run day to day — the query ladder, the five index files, version control, the audit and defect routine, the Obsidian trap, and the machine's tooling.
wiki/tooling/vault-skills.md	Vault Skills	tooling	hub		vault skills,my skills,skills,slash commands,vault commands,vault-compile,/vault-compile,vault-audit,/vault-audit,vault-deep-audit,/vault-deep-audit,deep audit,cheap audit,how do I compile,how do I compile raw,compile command,audit command,gated skills,disable-model-invocation,health check,why didn't you compile,claude code,claudecode,disable model invocation,disablemodelinvocation,second brain,secondbrain,vault audit,vault compile,vault deep audit,vaultaudit,vaultcompile,vaultdeepaudit,audit.js,selftest.js,build-index.js,writechecks.js	tech/claude-code,subject/second-brain,subject/workflow,subject/audit	The four skills in this vault — /vault-compile, /vault-audit and /vault-deep-audit, which only the owner starts, and vault-excalidraw — and why compiling and auditing are gated.
wiki/tooling/vault-tag-facets.md	Vault Tag Facets	tooling	hub		nested tags,tag facets,why nested tags,tag hierarchy,facet tags,how do I tag,my tags,tag rules,tag vocabulary,faceted tags,tag drift,rename a tag,which tags,second brain,secondbrain,TAG_FACETS,TOPIC_IMPLIED_TAGS,TAG_SYNONYMS,rules.js	tech/obsidian,subject/second-brain,subject/retrieval	Why the vault's tags are nested facet/value (tech/, rel/, field/ and seven more), the rules the builder enforces, and how facet surveys stay cheap at query time.
